state,county,current_votes,trump_votes,percent_trump_votes
Maine,Pembroke,482,267,55.39%
Maine,Perry,470,258,54.89%
Maine,Princeton,468,340,72.65%
Maine,Robbinston,353,221,62.61%
Maine,Roque Bluffs,183,80,43.72%
Maine,Steuben,668,409,61.23%
Maine,Talmadge,32,18,56.25%
Maine,Topsfield,124,100,80.65%
Maine,Vanceboro,93,65,69.89%
Maine,Waite,51,33,64.71%
Maine,Wesley,76,45,59.21%
Maine,Whiting,361,205,56.79%
Maine,Whitneyville,130,70,53.85%
Maine,Acton,1636,930,56.85%
Maine,Alfred,1995,948,47.52%
Maine,Arundel,2825,1347,47.68%
Maine,Berwick,4371,2229,51.00%
Maine,Biddeford,11066,3705,33.48%
Maine,Buxton,5279,2686,50.88%
Maine,Cornish,944,478,50.64%
Maine,Dayton,1381,756,54.74%
Maine,Eliot,4728,1788,37.82%
Maine,Hollis,2895,1535,53.02%
Maine,Kennebunk,8236,2682,32.56%
Maine,Kennebunkport,2746,926,33.72%
Maine,Kittery,6412,1809,28.21%
Maine,Lebanon,3529,2178,61.72%
Maine,Limerick,1840,948,51.52%
Maine,Limington,2298,1357,59.05%
Maine,Lyman,2944,1537,52.21%
Maine,Newfield,963,575,59.71%
Maine,North Berwick,3111,1557,50.05%
Maine,Ogunquit,1058,311,29.40%
Maine,Old Orchrd Bch,6215,2368,38.10%
Maine,Parsonsfield,1066,564,52.91%
Maine,Saco,12656,4497,35.53%
Maine,Sanford,10931,5182,47.41%
Maine,Shapleigh,1789,1034,57.80%
Maine,South Berwick,4634,1734,37.42%
Maine,Waterboro,4478,2471,55.18%
Maine,Wells,7975,3333,41.79%
Maine,York,9658,3352,34.71%
Maryland,Allegany County,30641,20886,68.16%
Maryland,Anne Arundel County,309617,127821,41.28%
Maryland,Baltimore County,414932,146202,35.24%
Maryland,Calvert County,49112,25346,51.61%
Maryland,Caroline County,15794,10283,65.11%
Maryland,Carroll County,100327,60218,60.02%
Maryland,Cecil County,47462,29439,62.03%
Maryland,Charles County,89498,25579,28.58%
Maryland,Dorchester County,15977,8764,54.85%
Maryland,Frederick County,145615,63682,43.73%
Maryland,Garrett County,15611,12002,76.88%
Maryland,Harford County,148186,80930,54.61%
Maryland,Howard County,183062,48390,26.43%
Maryland,Kent County,10794,5195,48.13%
Maryland,Montgomery County,533743,101222,18.96%
Maryland,Prince George's County,424855,37090,8.73%
Maryland,Queen Anne's County,30290,18741,61.87%
Maryland,St. Mary's County,55665,30826,55.38%
Maryland,Somerset County,10147,5739,56.56%
Maryland,Talbot County,22555,10946,48.53%
Maryland,Washington County,67779,40224,59.35%
Maryland,Wicomico County,46216,22944,49.65%
Maryland,Worcester County,31691,18571,58.60%
Maryland,Baltimore city,237461,25374,10.69%
Massachusetts,Barnstable,28427,11436,40.23%
Massachusetts,Bourne,12119,5331,43.99%
Massachusetts,Brewster,7436,2338,31.44%
Massachusetts,Chatham,5075,1834,36.14%
Massachusetts,Dennis,10321,3938,38.16%
Massachusetts,Eastham,4100,1151,28.07%
Massachusetts,Falmouth,21890,7319,33.44%
Massachusetts,Harwich,9448,3365,35.62%
Massachusetts,Mashpee,10263,4086,39.81%
Massachusetts,Orleans,4842,1458,30.11%
Massachusetts,Provincetown,2613,182,6.97%
Massachusetts,Sandwich,14061,6044,42.98%
Massachusetts,Truro,1762,340,19.30%
Massachusetts,Wellfleet,2516,496,19.71%
Massachusetts,Yarmouth,15452,5993,38.78%
Massachusetts,Adams,4441,1428,32.15%
Massachusetts,Alford,325,50,15.38%
Massachusetts,Becket,1195,413,34.56%
Massachusetts,Cheshire,1946,775,39.83%
Massachusetts,Clarksburg,990,390,39.39%
Massachusetts,Dalton,3821,1039,27.19%
Massachusetts,Egremont,973,174,17.88%
Massachusetts,Florida,418,203,48.56%
Massachusetts,Great Barrington,4112,654,15.90%
Massachusetts,Hancock,478,207,43.31%
Massachusetts,Hinsdale,1210,402,33.22%
Massachusetts,Lanesborough,1891,604,31.94%
Massachusetts,Lee,3489,985,28.23%
Massachusetts,Lenox,3368,602,17.87%
Massachusetts,Monterey,592,102,17.23%
Massachusetts,Mount Washington,125,16,12.80%
Massachusetts,New Ashford,151,48,31.79%
Massachusetts,New Marlborough,959,264,27.53%
Massachusetts,North Adams,5932,1600,26.97%
Massachusetts,Otis,1014,441,43.49%
Massachusetts,Peru,533,216,40.53%
Massachusetts,Pittsfield,21942,5017,22.86%
Massachusetts,Richmond,1057,215,20.34%
Massachusetts,Sandisfield,515,200,38.83%
Massachusetts,Savoy,399,161,40.35%
Massachusetts,Sheffield,2162,578,26.73%
Massachusetts,Stockbridge,1363,237,17.39%
Massachusetts,Tyringham,314,72,22.93%
Massachusetts,Washington,353,107,30.31%
Massachusetts,West Stockbridge,971,164,16.89%
Massachusetts,Williamstown,3757,499,13.28%
Massachusetts,Windsor,579,201,34.72%
Massachusetts,Acushnet,6068,3290,54.22%
Massachusetts,Attleboro,23555,9272,39.36%
Massachusetts,Berkley,4113,2251,54.73%
Massachusetts,Dartmouth,17884,7778,43.49%
Massachusetts,Dighton,4724,2473,52.35%
Massachusetts,Easton,14519,5467,37.65%
Massachusetts,Fairhaven,9557,4275,44.73%
Massachusetts,Fall River,31616,13571,42.92%
Massachusetts,Freetown,5506,2906,52.78%
Massachusetts,Mansfield,14537,5149,35.42%
Massachusetts,New Bedford,34877,12964,37.17%
Massachusetts,North Attleborough,17191,7050,41.01%
Massachusetts,Norton,10974,4735,43.15%
Massachusetts,Raynham,8811,4243,48.16%
Massachusetts,Rehoboth,7917,4076,51.48%
Massachusetts,Seekonk,8955,3970,44.33%
Massachusetts,Somerset,11122,5113,45.97%
Massachusetts,Swansea,10034,5123,51.06%
Massachusetts,Taunton,26773,11148,41.64%
Massachusetts,Westport,10546,5018,47.58%
Massachusetts,Aquinnah,355,34,9.58%
Massachusetts,Chilmark,921,111,12.05%
Massachusetts,Edgartown,3101,854,27.54%
Massachusetts,Gosnold,82,22,26.83%
Massachusetts,Oak Bluffs,3209,730,22.75%
Massachusetts,Tisbury,2835,542,19.12%
Massachusetts,West Tisbury,2295,338,14.73%
Massachusetts,Amesbury,10395,3326,32.00%
Massachusetts,Andover,21743,6693,30.78%
Massachusetts,Beverly,24450,7205,29.47%
Massachusetts,Boxford,5543,2271,40.97%
Massachusetts,Danvers,16907,6725,39.78%
Massachusetts,Essex,2512,796,31.69%
Massachusetts,Georgetown,5585,2388,42.76%
Massachusetts,Gloucester,18159,5595,30.81%
Massachusetts,Groveland,4536,1976,43.56%
Massachusetts,Hamilton,4988,1458,29.23%
Massachusetts,Haverhill,32401,12571,38.80%
Massachusetts,Ipswich,9614,3109,32.34%
Massachusetts,Lawrence,23208,5803,25.00%
Massachusetts,Lynn,35777,10425,29.14%
Massachusetts,Lynnfield,8345,3969,47.56%
Massachusetts,Manchester,3819,1014,26.55%
Massachusetts,Marblehead,14234,3790,26.63%
Massachusetts,Merrimac,4391,1725,39.28%
Massachusetts,Methuen,25919,11127,42.93%
Massachusetts,Middleton,5858,2966,50.63%
Massachusetts,Nahant,2524,842,33.36%
Massachusetts,Newbury,5025,1754,34.91%
Massachusetts,Newburyport,12708,3253,25.60%
Massachusetts,North Andover,18012,6548,36.35%
Massachusetts,Peabody,30090,12704,42.22%
Massachusetts,Rockport,5275,1306,24.76%
Massachusetts,Rowley,4227,1942,45.94%
Massachusetts,Salem,24018,5433,22.62%
Massachusetts,Salisbury,5556,2597,46.74%
Massachusetts,Saugus,15797,7543,47.75%
Massachusetts,Swampscott,9572,2555,26.69%
Massachusetts,Topsfield,4144,1602,38.66%
Massachusetts,Wenham,2608,765,29.33%
Massachusetts,West Newbury,3270,1061,32.45%
Massachusetts,Ashfield,1218,180,14.78%
Massachusetts,Bernardston,1375,423,30.76%
Massachusetts,Buckland,1191,268,22.50%
Massachusetts,Charlemont,743,235,31.63%
Massachusetts,Colrain,1007,306,30.39%
Massachusetts,Conway,1303,278,21.34%
Massachusetts,Deerfield,3350,839,25.04%
Massachusetts,Erving,929,355,38.21%
Massachusetts,Gill,987,279,28.27%
Massachusetts,Greenfield,9409,2265,24.07%
Massachusetts,Hawley,231,70,30.30%
Massachusetts,Heath,468,158,33.76%
Massachusetts,Leverett,1386,163,11.76%
Massachusetts,Leyden,502,155,30.88%
Massachusetts,Monroe,60,31,51.67%
Massachusetts,Montague,4898,1211,24.72%
Massachusetts,New Salem,681,237,34.80%
Massachusetts,Northfield,1855,592,31.91%
Massachusetts,Orange,3800,1699,44.71%
Massachusetts,Rowe,267,113,42.32%
Massachusetts,Shelburne,1174,209,17.80%
Massachusetts,Shutesbury,1330,144,10.83%
Massachusetts,Sunderland,2050,394,19.22%
Massachusetts,Warwick,523,160,30.59%
Massachusetts,Wendell,614,105,17.10%
Massachusetts,Whately,1107,332,29.99%
Massachusetts,Agawam,16185,8073,49.88%
Massachusetts,Blandford,775,454,58.58%
Massachusetts,Brimfield,2314,1193,51.56%
Massachusetts,Chester,744,415,55.78%
Massachusetts,Chicopee,25795,10636,41.23%
Massachusetts,East Longmeadow,10122,4623,45.67%
Massachusetts,Granville,990,565,57.07%
Massachusetts,Hampden,3339,1713,51.30%
Massachusetts,Holland,1545,793,51.33%
Massachusetts,Holyoke,16313,4843,29.69%
Massachusetts,Longmeadow,10395,3493,33.60%
Massachusetts,Ludlow,11384,5695,50.03%
Massachusetts,Monson,5175,2588,50.01%
Massachusetts,Montgomery,564,312,55.32%
Massachusetts,Palmer,6503,3240,49.82%
Massachusetts,Russell,919,512,55.71%
Massachusetts,Southwick,5732,3221,56.19%
Massachusetts,Springfield,54373,13957,25.67%
Massachusetts,Tolland,328,186,56.71%
Massachusetts,Wales,1087,619,56.95%
Massachusetts,Westfield,20685,9858,47.66%
Massachusetts,West Springfield,13513,6067,44.90%
Massachusetts,Wilbraham,9397,4262,45.35%
Massachusetts,Amherst,11871,873,7.35%
Massachusetts,Belchertown,9609,3481,36.23%
Massachusetts,Chesterfield,822,287,34.91%
Massachusetts,Cummington,591,162,27.41%
Massachusetts,Easthampton,10592,2525,23.84%
Massachusetts,Goshen,672,231,34.38%
Massachusetts,Granby,3956,1815,45.88%
Massachusetts,Hadley,3493,925,26.48%
Massachusetts,Hatfield,2313,686,29.66%
Massachusetts,Huntington,1217,593,48.73%
Massachusetts,Middlefield,334,124,37.13%
Massachusetts,Northampton,17925,1855,10.35%
Massachusetts,Pelham,925,89,9.62%
Massachusetts,Plainfield,443,116,26.19%
Massachusetts,Southampton,4194,1811,43.18%
Massachusetts,South Hadley,10059,3230,32.11%
Massachusetts,Ware,4951,2444,49.36%
Massachusetts,Westhampton,1195,426,35.65%
Massachusetts,Williamsburg,1822,337,18.50%
Massachusetts,Worthington,870,271,31.15%
Massachusetts,Acton,13927,2471,17.74%
Massachusetts,Arlington,28551,4381,15.34%
Massachusetts,Ashby,2023,1008,49.83%
Massachusetts,Ashland,10444,2936,28.11%
Massachusetts,Ayer,4625,1537,33.23%
Massachusetts,Bedford,8859,2180,24.61%
Massachusetts,Belmont,15356,2956,19.25%
Massachusetts,Billerica,24644,10731,43.54%
Massachusetts,Boxborough,3402,786,23.10%
Massachusetts,Burlington,15346,5566,36.27%
Massachusetts,Cambridge,54795,3519,6.42%
Massachusetts,Carlisle,3638,767,21.08%
Massachusetts,Chelmsford,22349,7823,35.00%
Massachusetts,Concord,12311,1977,16.06%
Massachusetts,Dracut,17845,8812,49.38%
Massachusetts,Dunstable,2173,877,40.36%
Massachusetts,Everett,14817,4093,27.62%
Massachusetts,Framingham,32048,7712,24.06%
Massachusetts,Groton,7285,2149,29.50%
Massachusetts,Holliston,9617,2579,26.82%
Massachusetts,Hopkinton,10296,2981,28.95%
Massachusetts,Hudson,11583,3852,33.26%
Massachusetts,Lexington,20048,3337,16.65%
Massachusetts,Lincoln,4271,683,15.99%
Massachusetts,Littleton,6691,1980,29.59%
Massachusetts,Lowell,38681,12346,31.92%
Massachusetts,Malden,25623,6026,23.52%
Massachusetts,Marlborough,19143,6100,31.87%
Massachusetts,Maynard,6786,1672,24.64%
Massachusetts,Medford,31713,7566,23.86%
Massachusetts,Melrose,18241,4646,25.47%
Massachusetts,Natick,21776,4971,22.83%
Massachusetts,Newton,50295,8357,16.62%
Massachusetts,North Reading,9930,4116,41.45%
Massachusetts,Pepperell,7307,3205,43.86%
Massachusetts,Reading,16952,5444,32.11%
Massachusetts,Sherborn,2963,579,19.54%
Massachusetts,Shirley,3700,1493,40.35%
Massachusetts,Somerville,42200,4283,10.15%
Massachusetts,Stoneham,14322,5372,37.51%
Massachusetts,Stow,4964,1258,25.34%
Massachusetts,Sudbury,12354,2691,21.78%
Massachusetts,Tewksbury,19137,8783,45.90%
Massachusetts,Townsend,5476,2620,47.85%
Massachusetts,Tyngsborough,7545,3375,44.73%
Massachusetts,Wakefield,16623,6032,36.29%
Massachusetts,Waltham,28896,7787,26.95%
Massachusetts,Watertown,19227,3801,19.77%
Massachusetts,Wayland,9302,1705,18.33%
Massachusetts,Westford,15298,4656,30.44%
Massachusetts,Weston,7085,1712,24.16%
Massachusetts,Wilmington,14806,6448,43.55%
Massachusetts,Winchester,13870,3736,26.94%
Massachusetts,Woburn,22418,8483,37.84%
Massachusetts,Nantucket,7306,1914,26.20%
Massachusetts,Avon,2697,1030,38.19%
Massachusetts,Bellingham,9889,4402,44.51%
Massachusetts,Braintree,21795,8744,40.12%
Massachusetts,Brookline,31084,3418,11.00%
Massachusetts,Canton,14485,4965,34.28%
Massachusetts,Cohasset,5669,1665,29.37%
Massachusetts,Dedham,15867,4771,30.07%
Massachusetts,Dover,4023,1142,28.39%
Massachusetts,Foxborough,11346,4357,38.40%
Massachusetts,Franklin,20346,7345,36.10%
Massachusetts,Holbrook,6213,2381,38.32%
Massachusetts,Medfield,8211,2374,28.91%
Massachusetts,Medway,8416,3004,35.69%
Massachusetts,Millis,5639,2001,35.49%
Massachusetts,Milton,17654,4441,25.16%
Massachusetts,Needham,20113,4078,20.28%
Massachusetts,Norfolk,6853,2570,37.50%
Massachusetts,Norwood,17453,5824,33.37%
Massachusetts,Plainville,5823,2474,42.49%
Massachusetts,Quincy,45793,14340,31.31%
Massachusetts,Randolph,17455,3523,20.18%
Massachusetts,Sharon,11617,2603,22.41%
Massachusetts,Stoughton,15623,5081,32.52%
Massachusetts,Walpole,16166,6243,38.62%
Massachusetts,Wellesley,16342,3295,20.16%
Massachusetts,Westwood,10545,3444,32.66%
Massachusetts,Weymouth,32827,12460,37.96%
Massachusetts,Wrentham,7807,3319,42.51%
Massachusetts,Abington,9660,4236,43.85%
Massachusetts,Bridgewater,14616,6572,44.96%
Massachusetts,Brockton,38712,8689,22.45%
Massachusetts,Carver,6961,3504,50.34%
Massachusetts,Duxbury,11219,4032,35.94%
Massachusetts,East Bridgewater,8767,4366,49.80%
Massachusetts,Halifax,4874,2398,49.20%
Massachusetts,Hanover,9652,4507,46.69%
Massachusetts,Hanson,6741,3314,49.16%
Massachusetts,Hingham,16229,4986,30.72%
Massachusetts,Hull,7080,2433,34.36%
Massachusetts,Kingston,8520,3775,44.31%
Massachusetts,Lakeville,7323,3778,51.59%
Massachusetts,Marion,3696,1244,33.66%
Massachusetts,Marshfield,17482,7498,42.89%
Massachusetts,Mattapoisett,4697,1888,40.20%
Massachusetts,Middleborough,13857,7164,51.70%
Massachusetts,Norwell,7386,2920,39.53%
Massachusetts,Pembroke,11753,5263,44.78%
Massachusetts,Plymouth,37336,15152,40.58%
Massachusetts,Plympton,1918,912,47.55%
Massachusetts,Rochester,3833,1991,51.94%
Massachusetts,Rockland,9994,4319,43.22%
Massachusetts,Scituate,13530,4614,34.10%
Massachusetts,Wareham,12726,5518,43.36%
Massachusetts,West Bridgewater,4625,2272,49.12%
Massachusetts,Whitman,8629,3882,44.99%
Massachusetts,Boston,293796,45425,15.46%
Massachusetts,Chelsea,10524,2215,21.05%
Massachusetts,Revere,20890,7203,34.48%
Massachusetts,Winthrop,10252,3770,36.77%
Massachusetts,Ashburnham,3827,1667,43.56%
Massachusetts,Athol,5502,2579,46.87%
Massachusetts,Auburn,10201,4306,42.21%
Massachusetts,Barre,3157,1523,48.24%
Massachusetts,Berlin,2265,816,36.03%
Massachusetts,Blackstone,5135,2560,49.85%
Massachusetts,Bolton,3762,1140,30.30%
Massachusetts,Boylston,3304,1318,39.89%
Massachusetts,Brookfield,2054,1054,51.31%
Massachusetts,Charlton,8122,4127,50.81%
Massachusetts,Clinton,7826,2886,36.88%
Massachusetts,Douglas,5534,2956,53.42%
Massachusetts,Dudley,6092,3192,52.40%
Massachusetts,East Brookfield,1365,741,54.29%
Massachusetts,Fitchburg,16509,6186,37.47%
Massachusetts,Gardner,9444,3939,41.71%
Massachusetts,Grafton,11453,4011,35.02%
Massachusetts,Hardwick,1529,733,47.94%
Massachusetts,Harvard,4129,954,23.10%
Massachusetts,Holden,12654,4996,39.48%
Massachusetts,Hopedale,3775,1385,36.69%
Massachusetts,Hubbardston,2927,1442,49.27%
Massachusetts,Lancaster,4354,1762,40.47%
Massachusetts,Leicester,6415,3146,49.04%
Massachusetts,Leominster,21525,8592,39.92%
Massachusetts,Lunenburg,7192,2936,40.82%
Massachusetts,Mendon,3944,1774,44.98%
Massachusetts,Milford,14580,5544,38.02%
Massachusetts,Millbury,8162,3739,45.81%
Massachusetts,Millville,1848,976,52.81%
Massachusetts,New Braintree,671,337,50.22%
Massachusetts,Northborough,9687,2913,30.07%
Massachusetts,Northbridge,9228,4244,45.99%
Massachusetts,North Brookfield,2715,1459,53.74%
Massachusetts,Oakham,1257,664,52.82%
Massachusetts,Oxford,7574,3765,49.71%
Massachusetts,Paxton,2962,1268,42.81%
Massachusetts,Petersham,872,321,36.81%
Massachusetts,Phillipston,1094,607,55.48%
Massachusetts,Princeton,2575,977,37.94%
Massachusetts,Royalston,787,357,45.36%
Massachusetts,Rutland,5675,2667,47.00%
Massachusetts,Shrewsbury,21131,7058,33.40%
Massachusetts,Southborough,6665,1851,27.77%
Massachusetts,Southbridge,7261,3022,41.62%
Massachusetts,Spencer,6412,3287,51.26%
Massachusetts,Sterling,5451,2444,44.84%
Massachusetts,Sturbridge,6093,2515,41.28%
Massachusetts,Sutton,6318,3081,48.77%
Massachusetts,Templeton,4495,2289,50.92%
Massachusetts,Upton,5300,1988,37.51%
Massachusetts,Uxbridge,8727,4093,46.90%
Massachusetts,Warren,2599,1375,52.90%
Massachusetts,Webster,8298,4039,48.67%
Massachusetts,Westborough,10636,2776,26.10%
Massachusetts,West Boylston,4802,1872,38.98%
Massachusetts,West Brookfield,2327,1127,48.43%
Massachusetts,Westminster,5294,2477,46.79%
Massachusetts,Winchendon,5152,2661,51.65%
Massachusetts,Worcester,71370,21169,29.66%
Michigan,Alcona County,7064,4848,68.63%
Michigan,Alger County,5128,3014,58.78%
Michigan,Allegan County,67094,41392,61.69%
Michigan,Alpena County,16969,10686,62.97%
Michigan,Antrim County,15949,9748,61.12%
Michigan,Arenac County,8831,5928,67.13%
Michigan,Baraga County,4038,2512,62.21%
Michigan,Barry County,35905,23471,65.37%
Michigan,Bay County,60255,33125,54.97%
Michigan,Benzie County,12262,6601,53.83%
Michigan,Berrien County,82391,43519,52.82%
Michigan,Branch County,20536,14064,68.48%
Michigan,Calhoun County,66281,36221,54.65%
Michigan,Cass County,26216,16699,63.70%
Michigan,Charlevoix County,17000,9841,57.89%
Michigan,Cheboygan County,15868,10186,64.19%
Michigan,Chippewa County,17642,10681,60.54%
Michigan,Clare County,16281,10861,66.71%
Michigan,Clinton County,47927,25098,52.37%
Michigan,Crawford County,7861,5087,64.71%
Michigan,Delta County,21151,13207,62.44%
Michigan,Dickinson County,14589,9617,65.92%
Michigan,Eaton County,64327,31798,49.43%
Michigan,Emmet County,22177,12135,54.72%
Michigan,Genesee County,221360,98714,44.59%
Michigan,Gladwin County,14603,9893,67.75%
Michigan,Gogebic County,8266,4600,55.65%
Michigan,Grand Traverse County,60236,30502,50.64%
Michigan,Gratiot County,19127,12102,63.27%
Michigan,Hillsdale County,23302,17037,73.11%
Michigan,Houghton County,18501,10378,56.09%
Michigan,Huron County,18437,12731,69.05%
Michigan,Ingham County,144550,47639,32.96%
Michigan,Ionia County,32209,20657,64.13%
Michigan,Iosco County,15363,9759,63.52%
Michigan,Iron County,6789,4216,62.10%
Michigan,Isabella County,29421,14815,50.36%
Michigan,Jackson County,80861,47372,58.58%
Michigan,Kalamazoo County,143414,56823,39.62%
Michigan,Kalkaska County,10631,7436,69.95%
Michigan,Kent County,361048,165741,45.91%
Michigan,Keweenaw County,1557,862,55.36%
Michigan,Lake County,6323,3946,62.41%
Michigan,Lapeer County,52650,35482,67.39%
Michigan,Leelanau County,16900,7916,46.84%
Michigan,Lenawee County,53375,31541,59.09%
Michigan,Livingston County,127197,76982,60.52%
Michigan,Luce County,3001,2109,70.28%
Michigan,Mackinac County,7015,4304,61.35%
Michigan,Macomb County,494256,263863,53.39%
Michigan,Manistee County,14655,8321,56.78%
Michigan,Marquette County,37462,16286,43.47%
Michigan,Mason County,17254,10207,59.16%
Michigan,Mecosta County,21049,13267,63.03%
Michigan,Menominee County,12607,8117,64.38%
Michigan,Midland County,49088,27675,56.38%
Michigan,Missaukee County,8755,6648,75.93%
Michigan,Monroe County,87148,52710,60.48%
Michigan,Montcalm County,32100,21815,67.96%
Michigan,Montmorency County,5859,4171,71.19%
Michigan,Muskegon County,92444,45133,48.82%
Michigan,Newaygo County,27161,18857,69.43%
Michigan,Oakland County,770351,325971,42.31%
Michigan,Oceana County,14062,8892,63.23%
Michigan,Ogemaw County,11907,8253,69.31%
Michigan,Ontonagon County,3804,2358,61.99%
Michigan,Osceola County,12329,8928,72.41%
Michigan,Oscoda County,4874,3466,71.11%
Michigan,Otsego County,14757,9779,66.27%
Michigan,Ottawa County,168713,100913,59.81%
Michigan,Presque Isle County,8344,5342,64.02%
Michigan,Roscommon County,15018,9670,64.39%
Michigan,Saginaw County,103349,50785,49.14%
Michigan,St. Clair County,92064,59185,64.29%
Michigan,St. Joseph County,27936,18127,64.89%
Michigan,Sanilac County,22446,16194,72.15%
Michigan,Schoolcraft County,4745,3090,65.12%
Michigan,Shiawassee County,39224,23149,59.02%
Michigan,Tuscola County,29445,20297,68.93%
Michigan,Van Buren County,39066,21591,55.27%
Michigan,Washtenaw County,216418,56241,25.99%
Michigan,Wayne County,872469,264553,30.32%
Michigan,Wexford County,18265,12102,66.26%
Minnesota,Aitkin County,10025,6258,62.42%
Minnesota,Anoka County,211132,104902,49.69%
Minnesota,Becker County,19401,12438,64.11%
Minnesota,Beltrami County,24189,12188,50.39%
Minnesota,Benton County,22260,14382,64.61%
Minnesota,Big Stone County,2974,1863,62.64%
Minnesota,Blue Earth County,36051,16731,46.41%
Minnesota,Brown County,14635,9552,65.27%
Minnesota,Carlton County,20369,9791,48.07%
Minnesota,Carver County,66361,34009,51.25%
Minnesota,Cass County,18289,11620,63.54%
Minnesota,Chippewa County,6611,4250,64.29%
Minnesota,Chisago County,34570,21916,63.40%
Minnesota,Clay County,32239,15043,46.66%
Minnesota,Clearwater County,4708,3372,71.62%
Minnesota,Cook County,3806,1203,31.61%
Minnesota,Cottonwood County,6107,4165,68.20%
Minnesota,Crow Wing County,40173,25676,63.91%
Minnesota,Dakota County,262259,109638,41.81%
Minnesota,Dodge County,12187,7783,63.86%
Minnesota,Douglas County,24165,15799,65.38%
Minnesota,Faribault County,7914,5191,65.59%
Minnesota,Fillmore County,12141,7301,60.14%
Minnesota,Freeborn County,16818,9578,56.95%
Minnesota,Goodhue County,28636,16052,56.06%
Minnesota,Grant County,3654,2269,62.10%
Minnesota,Hennepin County,755969,205973,27.25%
Minnesota,Houston County,11440,6334,55.37%
Minnesota,Hubbard County,12965,8202,63.26%
Minnesota,Isanti County,24235,16491,68.05%
Minnesota,Itasca County,26561,15239,57.37%
Minnesota,Jackson County,5819,3948,67.85%
Minnesota,Kanabec County,9242,6278,67.93%
Minnesota,Kandiyohi County,23367,14437,61.78%
Minnesota,Kittson County,2639,1546,58.58%
Minnesota,Koochiching County,6922,4131,59.68%
Minnesota,Lac qui Parle County,4040,2528,62.57%
Minnesota,Lake County,7202,3393,47.11%
Minnesota,Lake of the Woods County,2408,1704,70.76%
